model,likes,downloads,tags
madlad400-3b-mt,139,69373,"transformers, safetensors, gguf, t5, text2text-generation, text-generation-inference, translation, multilingual, en, ru, es, fr, de, it, pt, pl, nl, vi, tr, sv, id, ro, cs, zh, hu, ja, th, fi, fa, uk, da, el, no, bg, sk, ko, ar, lt, ca, sl, he, et, lv, hi, sq, ms, az, sr, ta, hr, kk, is, ml, mr, te, af, gl, fil, be, mk, eu, bn, ka, mn, bs, uz, ur, sw, yue, ne, kn, kaa, gu, si, cy, eo, la, hy, ky, tg, ga, mt, my, km, tt, so, ku, ps, pa, rw, lo, ha, dv, fy, lb, ckb, mg, gd, am, ug, ht, grc, hmn, sd, jv, mi, tk, ceb, yi, ba, fo, or, xh, su, kl, ny, sm, sn, co, zu, ig, yo, pap, st, haw, as, oc, cv, lus, tet, gsw, sah, br, rm, sa, bo, om, se, ce, cnh, ilo, hil, udm, os, lg, ti, vec, ts, tyv, kbd, ee, iba, av, kha, to, tn, nso, fj, zza, ak, ada, otq, dz, bua, cfm, ln, chm, gn, krc, wa, hif, yua, srn, war, rom, bik, pam, sg, lu, ady, kbp, syr, ltg, myv, iso, kac, bho, ay, kum, qu, za, pag, ngu, ve, pck, zap, tyz, hui, bbc, tzo, tiv, ksd, gom, min, ang, nhe, bgp, nzi, nnb, nv, zxx, bci, kv, new, mps, alt, meu, bew, fon, iu, abt, mgh, mnw, tvl, dov, tlh, ho, kw, mrj, meo, crh, mbt, emp, ace, ium, mam, gym, mai, crs, pon, ubu, fip, quc, gv, kj, btx, ape, chk, rcf, shn, tzh, mdf, ppk, ss, gag, cab, kri, seh, ibb, tbz, bru, enq, ach, cuk, kmb, wo, kek, qub, tab, bts, kos, rwo, cak, tuc, bum, cjk, gil, stq, tsg, quh, mak, arn, ban, jiv, sja, yap, tcy, toj, twu, xal, amu, rmc, hus, nia, kjh, bm, guh, mas, acf, dtp, ksw, bzj, din, zne, mad, msi, mag, mkn, kg, lhu, ch, qvi, mh, djk, sus, mfe, srm, dyu, ctu, gui, pau, inb, bi, mni, guc, jam, wal, jac, bas, gor, skr, nyu, noa, sda, gub, nog, cni, teo, tdx, sxn, rki, nr, frp, alz, taj, lrc, cce, rn, jvn, hvn, nij, dwr, izz, msm, bus, ktu, chr, maz, tzj, suz, knj, bim, gvl, bqc, tca, pis, prk, laj, mel, qxr, niq, ahk, shp, hne, spp, koi, krj, quf, luz, agr, tsc, mqy, gof, gbm, miq, dje, awa, bjj, qvz, sjp, tll, raj, kjg, bgz, quy, cbk, akb, oj, ify, mey, ks, cac, brx, qup, syl, jax, ff, ber, tks, trp, mrw, adh, smt, srr, ffm, qvc, mtr, ann, aa, noe, nut, gyn, kwi, xmm, msb, dataset:allenai/MADLAD-400, arxiv:2309.04662, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us"
zephyr-7B-alpha-GGUF,139,1794,"transformers, gguf, mistral, generated_from_trainer, en, dataset:stingning/ultrachat, dataset:openbmb/UltraFeedback, arxiv:2305.18290, base_model:HuggingFaceH4/zephyr-7b-alpha, base_model:quantized:HuggingFaceH4/zephyr-7b-alpha, license:mit, region:us"
dolphin-2.7-mixtral-8x7b-GGUF,138,8270,"transformers, gguf, mixtral, en, dataset:ehartford/dolphin, dataset:jondurbin/airoboros-2.2.1, dataset:ehartford/dolphin-coder, dataset:teknium/openhermes, dataset:ise-uiuc/Magicoder-OSS-Instruct-75K, dataset:ise-uiuc/Magicoder-Evol-Instruct-110K, dataset:LDJnr/Capybara, base_model:cognitivecomputations/dolphin-2.7-mixtral-8x7b, base_model:quantized:cognitivecomputations/dolphin-2.7-mixtral-8x7b, license:apache-2.0, region:us, conversational"
phi-4-gguf,138,14985,"transformers, gguf, phi, nlp, math, code, chat, conversational, text-generation, en, license:mit, endpoints_compatible, region:us"
DeepSeek-R1-0528-GGUF,138,86164,"transformers, gguf, deepseek_v3, text-generation, deepseek, unsloth, custom_code, en, arxiv:2501.12948, base_model:deepseek-ai/DeepSeek-R1-0528, base_model:quantized:deepseek-ai/DeepSeek-R1-0528, license:mit, autotrain_compatible, endpoints_compatible, fp8, region:us, imatrix, conversational"
Llama-2-7b-chat-hf-function-calling-v2,137,1109,"transformers, safetensors, gguf, llama, text-generation, facebook, meta, pytorch, llama-2, functions, function calling, sharded, en, arxiv:2307.09288, autotrain_compatible, text-generation-inference, region:us"
goliath-120b-GGUF,137,257,"transformers, gguf, llama, conversational, en, base_model:alpindale/goliath-120b, base_model:quantized:alpindale/goliath-120b, license:llama2, region:us"
DeepSeek-R1-Distill-Qwen-32B-GGUF,137,17909,"transformers, gguf, deepseek, qwen, qwen2, unsloth, en, arxiv:2501.12948, base_model:deepseek-ai/DeepSeek-R1-Distill-Qwen-32B, base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-32B, license:apache-2.0, endpoints_compatible, region:us, conversational"
Wan2.1-VACE-14B-GGUF,135,142005,"gguf, video, video-generation, text-to-video, base_model:Wan-AI/Wan2.1-VACE-14B, base_model:quantized:Wan-AI/Wan2.1-VACE-14B, license:apache-2.0, region:us"
llava-phi-3-mini-gguf,134,2003,"gguf, image-to-text, dataset:Lin-Chen/ShareGPT4V, endpoints_compatible, region:us, conversational"
UIGEN-T2-7B-Q8_0-GGUF,134,1983,"transformers, gguf, llama-cpp, gguf-my-repo, text-generation, base_model:Tesslate/UIGEN-T2-7B, base_model:quantized:Tesslate/UIGEN-T2-7B, endpoints_compatible, region:us, conversational"
Qwen2.5-Sex,133,3376,"adapter-transformers, safetensors, gguf, qwen2, not-for-all-audiences, text2text-generation, zh, dataset:ystemsrx/Bad_Data_Alpaca, dataset:ystemsrx/Toxic-All, dataset:ystemsrx/Erotic_Literature_Collection, base_model:Qwen/Qwen2.5-1.5B-Instruct, base_model:adapter:Qwen/Qwen2.5-1.5B-Instruct, license:apache-2.0, region:us"
Llama-3.2-3B-Instruct-GGUF,131,111953,"gguf, facebook, meta, llama, llama-3, text-generation, en, de, fr, it, pt, hi, es, th, base_model:meta-llama/Llama-3.2-3B-Instruct, base_model:quantized:meta-llama/Llama-3.2-3B-Instruct, license:llama3.2, endpoints_compatible, region:us, conversational"
DeepSeek-V3-GGUF,130,4613,"transformers, gguf, deepseek_v3, deepseek, unsloth, en, arxiv:2412.19437, base_model:deepseek-ai/DeepSeek-V3, base_model:quantized:deepseek-ai/DeepSeek-V3, license:mit, endpoints_compatible, region:us, conversational"
Yarn-Mistral-7B-128k-GGUF,129,2496,"transformers, gguf, mistral, en, dataset:emozilla/yarn-train-tokenized-16k-mistral, arxiv:2309.00071, base_model:NousResearch/Yarn-Mistral-7b-128k, base_model:quantized:NousResearch/Yarn-Mistral-7b-128k, license:apache-2.0, region:us"
gemma-3-27b-it-GGUF,129,49447,"transformers, gguf, gemma3, image-text-to-text, unsloth, gemma, google, en, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-27b-it, base_model:quantized:google/gemma-3-27b-it, license:gemma, endpoints_compatible, region:us, imatrix, conversational"
openchat_3.5-GGUF,128,3190,"transformers, gguf, mistral, arxiv:2309.11235, arxiv:2303.08774, arxiv:2212.10560, base_model:openchat/openchat_3.5, base_model:quantized:openchat/openchat_3.5, license:apache-2.0, region:us"
WizardLM-2-8x22B-GGUF,128,1586,"transformers, gguf, quantized, 2-bit, 3-bit, 4-bit, 5-bit, 6-bit, 8-bit, GGUF, safetensors, mistral, text-generation, arxiv:2304.12244, arxiv:2306.08568, arxiv:2308.09583, license:apache-2.0, autotrain_compatible, endpoints_compatible, text-generation-inference, region:us, base_model:microsoft/WizardLM-2-8x22B, base_model:quantized:microsoft/WizardLM-2-8x22B"
mistralai_Mistral-Small-3.1-24B-Instruct-2503-GGUF,128,18472,"gguf, image-text-to-text, en, fr, de, es, pt, it, ja, ko, ru, zh, ar, fa, id, ms, ne, pl, ro, sr, sv, tr, uk, vi, hi, bn, base_model:mistralai/Mistral-Small-3.1-24B-Instruct-2503, base_model:quantized:mistralai/Mistral-Small-3.1-24B-Instruct-2503, license:apache-2.0, region:us, conversational"
MythoMax-L2-13B-GGUF,127,57722,"transformers, gguf, llama, en, base_model:Gryphe/MythoMax-L2-13b, base_model:quantized:Gryphe/MythoMax-L2-13b, license:other, region:us"
DeepSeek-R1-Distill-Qwen-14B-Uncensored-GGUF,127,17281,"transformers, gguf, generated_from_trainer, en, dataset:Guilherme34/uncensor, base_model:nicoboss/DeepSeek-R1-Distill-Qwen-14B-Uncensored, base_model:quantized:nicoboss/DeepSeek-R1-Distill-Qwen-14B-Uncensored, license:mit, endpoints_compatible, region:us, conversational"
CodeLlama-7B-Instruct-GGUF,126,12520,"transformers, gguf, llama, llama-2, text-generation, code, arxiv:2308.12950, license:llama2, region:us"
shuttle-3.1-aesthetic,125,709,"diffusers, safetensors, gguf, text-to-image, image-generation, shuttle, en, base_model:shuttleai/shuttle-3-diffusion, base_model:quantized:shuttleai/shuttle-3-diffusion, license:apache-2.0, endpoints_compatible, diffusers:FluxPipeline, region:us"
CodeLlama-13B-Instruct-GGUF,123,6431,"transformers, gguf, llama, llama-2, text-generation, code, arxiv:2308.12950, base_model:codellama/CodeLlama-13b-Instruct-hf, base_model:quantized:codellama/CodeLlama-13b-Instruct-hf, license:llama2, region:us"
Llama-2-70B-Chat-GGUF,123,1915,"transformers, gguf, llama, facebook, meta, pytorch, llama-2, text-generation, en, arxiv:2307.09288, base_model:meta-llama/Llama-2-70b-chat-hf, base_model:quantized:meta-llama/Llama-2-70b-chat-hf, license:llama2, region:us"
CodeLlama-7B-GGUF,122,4841,"transformers, gguf, llama, llama-2, text-generation, code, arxiv:2308.12950, base_model:codellama/CodeLlama-7b-hf, base_model:quantized:codellama/CodeLlama-7b-hf, license:llama2, region:us"
madlad400-3b-mt,122,6614,"transformers, safetensors, gguf, t5, text2text-generation, text-generation-inference, translation, multilingual, en, ru, es, fr, de, it, pt, pl, nl, vi, tr, sv, id, ro, cs, zh, hu, ja, th, fi, fa, uk, da, el, no, bg, sk, ko, ar, lt, ca, sl, he, et, lv, hi, sq, ms, az, sr, ta, hr, kk, is, ml, mr, te, af, gl, fil, be, mk, eu, bn, ka, mn, bs, uz, ur, sw, yue, ne, kn, kaa, gu, si, cy, eo, la, hy, ky, tg, ga, mt, my, km, tt, so, ku, ps, pa, rw, lo, ha, dv, fy, lb, ckb, mg, gd, am, ug, ht, grc, hmn, sd, jv, mi, tk, ceb, yi, ba, fo, or, xh, su, kl, ny, sm, sn, co, zu, ig, yo, pap, st, haw, as, oc, cv, lus, tet, gsw, sah, br, rm, sa, bo, om, se, ce, cnh, ilo, hil, udm, os, lg, ti, vec, ts, tyv, kbd, ee, iba, av, kha, to, tn, nso, fj, zza, ak, ada, otq, dz, bua, cfm, ln, chm, gn, krc, wa, hif, yua, srn, war, rom, bik, pam, sg, lu, ady, kbp, syr, ltg, myv, iso, kac, bho, ay, kum, qu, za, pag, ngu, ve, pck, zap, tyz, hui, bbc, tzo, tiv, ksd, gom, min, ang, nhe, bgp, nzi, nnb, nv, zxx, bci, kv, new, mps, alt, meu, bew, fon, iu, abt, mgh, mnw, tvl, dov, tlh, ho, kw, mrj, meo, crh, mbt, emp, ace, ium, mam, gym, mai, crs, pon, ubu, fip, quc, gv, kj, btx, ape, chk, rcf, shn, tzh, mdf, ppk, ss, gag, cab, kri, seh, ibb, tbz, bru, enq, ach, cuk, kmb, wo, kek, qub, tab, bts, kos, rwo, cak, tuc, bum, cjk, gil, stq, tsg, quh, mak, arn, ban, jiv, sja, yap, tcy, toj, twu, xal, amu, rmc, hus, nia, kjh, bm, guh, mas, acf, dtp, ksw, bzj, din, zne, mad, msi, mag, mkn, kg, lhu, ch, qvi, mh, djk, sus, mfe, srm, dyu, ctu, gui, pau, inb, bi, mni, guc, jam, wal, jac, bas, gor, skr, nyu, noa, sda, gub, nog, cni, teo, tdx, sxn, rki, nr, frp, alz, taj, lrc, cce, rn, jvn, hvn, nij, dwr, izz, msm, bus, ktu, chr, maz, tzj, suz, knj, bim, gvl, bqc, tca, pis, prk, laj, mel, qxr, niq, ahk, shp, hne, spp, koi, krj, quf, luz, agr, tsc, mqy, gof, gbm, miq, dje, awa, bjj, qvz, sjp, tll, raj, kjg, bgz, quy, cbk, akb, oj, ify, mey, ks, cac, brx, qup, syl, jax, ff, ber, tks, trp, mrw, adh, smt, srr, ffm, qvc, mtr, ann, aa, noe, nut, gyn, kwi, xmm, msb, dataset:allenai/MADLAD-400, arxiv:2309.04662, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us"
Chroma-GGUF,121,52843,"gguf, text-to-image, base_model:lodestones/Chroma, base_model:quantized:lodestones/Chroma, license:apache-2.0, region:us"
Hermes-3-Llama-3.1-8B-GGUF,120,7111,"gguf, Llama-3, instruct, finetune, chatml, gpt4, synthetic data, distillation, function calling, json mode, axolotl, roleplaying, chat, en, arxiv:2408.11857, base_model:meta-llama/Llama-3.1-8B, base_model:quantized:meta-llama/Llama-3.1-8B, license:llama3, endpoints_compatible, region:us, conversational"
dolphin-2.2.1-mistral-7B-GGUF,119,4616,"transformers, gguf, mistral, en, dataset:ehartford/dolphin, dataset:jondurbin/airoboros-2.2.1, base_model:cognitivecomputations/dolphin-2.2.1-mistral-7b, base_model:quantized:cognitivecomputations/dolphin-2.2.1-mistral-7b, license:apache-2.0, region:us"
Qwen2.5-Coder-7B-Instruct-GGUF,115,37979,"transformers, gguf, code, codeqwen, chat, qwen, qwen-coder, text-generation, en, arxiv:2409.12186, arxiv:2407.10671, base_model:Qwen/Qwen2.5-Coder-7B-Instruct, base_model:quantized:Qwen/Qwen2.5-Coder-7B-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
Wan2.1-I2V-14B-720P-gguf,115,52291,"gguf, video, video-generation, image-to-video, en, zh, base_model:Wan-AI/Wan2.1-I2V-14B-720P, base_model:quantized:Wan-AI/Wan2.1-I2V-14B-720P, license:apache-2.0, region:us"
CapybaraHermes-2.5-Mistral-7B-GGUF,114,9321,"trl, gguf, mistral, distilabel, dpo, rlaif, rlhf, en, dataset:argilla/dpo-mix-7k, base_model:argilla/CapybaraHermes-2.5-Mistral-7B, base_model:quantized:argilla/CapybaraHermes-2.5-Mistral-7B, license:apache-2.0, region:us, conversational"
Meta-Llama-3-8B-Instruct-GGUF,114,255,"gguf, facebook, meta, pytorch, llama, llama-3, text-generation, en, license:other, endpoints_compatible, region:us, conversational"
OpenHathi-7B-Hi-v0.1-Base,113,3037,"transformers, safetensors, gguf, llama, text-generation, hi, license:llama2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
dragon-mistral-7b-v0,112,502,"transformers, pytorch, gguf, mistral, text-generation, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
madlad400-10b-mt,112,22986,"transformers, safetensors, gguf, t5, text2text-generation, text-generation-inference, translation, multilingual, en, ru, es, fr, de, it, pt, pl, nl, vi, tr, sv, id, ro, cs, zh, hu, ja, th, fi, fa, uk, da, el, no, bg, sk, ko, ar, lt, ca, sl, he, et, lv, hi, sq, ms, az, sr, ta, hr, kk, is, ml, mr, te, af, gl, fil, be, mk, eu, bn, ka, mn, bs, uz, ur, sw, yue, ne, kn, kaa, gu, si, cy, eo, la, hy, ky, tg, ga, mt, my, km, tt, so, ku, ps, pa, rw, lo, ha, dv, fy, lb, ckb, mg, gd, am, ug, ht, grc, hmn, sd, jv, mi, tk, ceb, yi, ba, fo, or, xh, su, kl, ny, sm, sn, co, zu, ig, yo, pap, st, haw, as, oc, cv, lus, tet, gsw, sah, br, rm, sa, bo, om, se, ce, cnh, ilo, hil, udm, os, lg, ti, vec, ts, tyv, kbd, ee, iba, av, kha, to, tn, nso, fj, zza, ak, ada, otq, dz, bua, cfm, ln, chm, gn, krc, wa, hif, yua, srn, war, rom, bik, pam, sg, lu, ady, kbp, syr, ltg, myv, iso, kac, bho, ay, kum, qu, za, pag, ngu, ve, pck, zap, tyz, hui, bbc, tzo, tiv, ksd, gom, min, ang, nhe, bgp, nzi, nnb, nv, zxx, bci, kv, new, mps, alt, meu, bew, fon, iu, abt, mgh, mnw, tvl, dov, tlh, ho, kw, mrj, meo, crh, mbt, emp, ace, ium, mam, gym, mai, crs, pon, ubu, fip, quc, gv, kj, btx, ape, chk, rcf, shn, tzh, mdf, ppk, ss, gag, cab, kri, seh, ibb, tbz, bru, enq, ach, cuk, kmb, wo, kek, qub, tab, bts, kos, rwo, cak, tuc, bum, cjk, gil, stq, tsg, quh, mak, arn, ban, jiv, sja, yap, tcy, toj, twu, xal, amu, rmc, hus, nia, kjh, bm, guh, mas, acf, dtp, ksw, bzj, din, zne, mad, msi, mag, mkn, kg, lhu, ch, qvi, mh, djk, sus, mfe, srm, dyu, ctu, gui, pau, inb, bi, mni, guc, jam, wal, jac, bas, gor, skr, nyu, noa, sda, gub, nog, cni, teo, tdx, sxn, rki, nr, frp, alz, taj, lrc, cce, rn, jvn, hvn, nij, dwr, izz, msm, bus, ktu, chr, maz, tzj, suz, knj, bim, gvl, bqc, tca, pis, prk, laj, mel, qxr, niq, ahk, shp, hne, spp, koi, krj, quf, luz, agr, tsc, mqy, gof, gbm, miq, dje, awa, bjj, qvz, sjp, tll, raj, kjg, bgz, quy, cbk, akb, oj, ify, mey, ks, cac, brx, qup, syl, jax, ff, ber, tks, trp, mrw, adh, smt, srr, ffm, qvc, mtr, ann, aa, noe, nut, gyn, kwi, xmm, msb, dataset:allenai/MADLAD-400, arxiv:2309.04662, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us"
deepsex-34b-GGUF,112,2320,"transformers, gguf, yi, roleplay, not-for-all-audiences, text-generation, en, dataset:lemonilia/LimaRP, dataset:PygmalionAI/PIPPA, base_model:TriadParty/deepsex-34b, base_model:quantized:TriadParty/deepsex-34b, license:mit, region:us"
Nous-Hermes-2-SOLAR-10.7B-GGUF,112,4228,"transformers, gguf, solar, SOLAR, instruct, finetune, chatml, gpt4, synthetic data, distillation, en, base_model:NousResearch/Nous-Hermes-2-SOLAR-10.7B, base_model:quantized:NousResearch/Nous-Hermes-2-SOLAR-10.7B, license:apache-2.0, region:us"
ggml_llava-v1.5-7b,111,1390,"gguf, llava, lmm, ggml, llama.cpp, endpoints_compatible, region:us"
Meta-Llama-3-70B-Instruct-GGUF,111,260,"gguf, facebook, meta, pytorch, llama, llama-3, text-generation, en, base_model:meta-llama/Meta-Llama-3-70B-Instruct, base_model:quantized:meta-llama/Meta-Llama-3-70B-Instruct, endpoints_compatible, region:us, conversational"
Llama-3.2-1B-Instruct-GGUF,111,38942,"gguf, facebook, meta, llama, llama-3, text-generation, en, de, fr, it, pt, hi, es, th, base_model:meta-llama/Llama-3.2-1B-Instruct, base_model:quantized:meta-llama/Llama-3.2-1B-Instruct, license:llama3.2, endpoints_compatible, region:us, conversational"
stable-diffusion-3.5-large-gguf,111,6334,"gguf, text-to-image, image-generation, stable-diffusion, en, base_model:stabilityai/stable-diffusion-3.5-large, base_model:quantized:stabilityai/stable-diffusion-3.5-large, license:other, region:us"
Meta-Llama-3-8B-GGUF,110,2690,"gguf, facebook, meta, pytorch, llama, llama-3, text-generation, en, base_model:meta-llama/Meta-Llama-3-8B, base_model:quantized:meta-llama/Meta-Llama-3-8B, license:other, endpoints_compatible, region:us, conversational"
CodeQwen1.5-7B-Chat-GGUF,109,1935,"gguf, chat, text-generation, en, arxiv:2309.16609, license:other, endpoints_compatible, region:us, conversational"
DeepSeek-R1-Distill-Qwen-32B-abliterated-GGUF,109,18489,"gguf, abliterated, uncensored, text-generation, base_model:huihui-ai/DeepSeek-R1-Distill-Qwen-32B-abliterated, base_model:quantized:huihui-ai/DeepSeek-R1-Distill-Qwen-32B-abliterated, endpoints_compatible, region:us, imatrix, conversational"
Mistral-Small-24B-Instruct-2501-GGUF,109,5195,"gguf, text-generation, en, fr, de, es, it, pt, zh, ja, ru, ko, base_model:mistralai/Mistral-Small-24B-Instruct-2501, base_model:quantized:mistralai/Mistral-Small-24B-Instruct-2501, license:apache-2.0, region:us, imatrix, conversational"
DeepSeek-Coder-V2-Lite-Instruct-GGUF,108,16786,"gguf, text-generation, license:other, endpoints_compatible, region:us, imatrix, conversational"
MiniCPM-o-2_6-gguf,108,5203,"gguf, minicpm-o, any-to-any, base_model:openbmb/MiniCPM-o-2_6, base_model:quantized:openbmb/MiniCPM-o-2_6, endpoints_compatible, region:us, conversational"
DeepSeek-R1-Distill-Qwen-1.5B-GGUF,108,23664,"transformers, gguf, qwen2, text-generation, deepseek, qwen, unsloth, en, arxiv:2501.12948, base_model:deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B, base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us, conversational"
gemma-3-4b-it-GGUF,107,63514,"transformers, gguf, gemma3, image-text-to-text, unsloth, gemma, google, en, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-4b-it, base_model:quantized:google/gemma-3-4b-it, license:gemma, endpoints_compatible, region:us, conversational"
